"borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"3773",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4417,12,NA,"A5","2321 VANCE STREET                        ","            ",10469,1,0,1,2800,780,1950,1,"A5","$ 400,000","2015-12-30",4e+05,780,2800,0
"3774",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4478,39,NA,"A1","1516 MACE AVENUE                         ","            ",10469,1,0,1,3100,1956,1932,1,"A1","$ 500,000","2015-09-18",5e+05,1956,3100,0
"3775",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4481,46,NA,"A5","1517 FIELDING STREET                     ","            ",10469,1,0,1,2248,1480,1940,1,"A5","$ 391,000","2015-08-21",391000,1480,2248,0
"3776",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4482,9,NA,"A5","2506 WOODHULL AVENUE                     ","            ",10469,1,0,1,2500,1360,1940,1,"A5","$ 390,000","2015-10-19",390000,1360,2500,0
"3777",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4482,53,NA,"A5","2557 MICKLE AVENUE                       ","            ",10469,1,0,1,2000,1360,1940,1,"A5","$ 414,000","2015-10-30",414000,1360,2000,0
"3778",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4482,54,NA,"A5","2555 MICKLE AVENUE                       ","            ",10469,1,0,1,2000,1360,1940,1,"A5","$ 380,000","2016-01-29",380000,1360,2000,0
"3780",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4483,3,NA,"A1","1589 WARING AVENUE                       ","            ",10469,1,0,1,3000,1860,1930,1,"A1","$ 509,000","2015-11-18",509000,1860,3000,0
"3781",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4485,4,NA,"A9","1633 WARING AVENUE                       ","            ",10469,1,0,1,2250,2160,1960,1,"A9","$ 487,000","2015-11-30",487000,2160,2250,0
"3782",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4485,55,NA,"A9","2413 TIEMANN AVENUE                      ","            ",10469,1,0,1,2500,1944,1950,1,"A9","$ 505,000","2015-09-23",505000,1944,2500,0
"3784",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4486,82,NA,"A5","2511 WESTERVELT AVENUE                   ","            ",10469,1,0,1,2000,1400,1931,1,"A5","$ 410,000","2016-01-13",410000,1400,2000,0
"3785",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4486,83,NA,"A5","2509 WESTERVELT AVE.                     ","            ",10469,1,0,1,2000,1400,1931,1,"A5","$ 410,000","2015-10-29",410000,1400,2000,0
"3786",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4486,86,NA,"A5","2503 WESTERVELT AVENUE                   ","            ",10469,1,0,1,2000,1400,1931,1,"A5","$ 447,200","2016-04-05",447200,1400,2000,0
"3788",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4489,12,NA,"A5","2414 TIEMANN AVENUE                      ","            ",10469,1,0,1,2492,1728,1965,1,"A5","$ 420,000","2015-08-10",420000,1728,2492,0
"3789",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4492,16,NA,"A9","2522 TIEMANN AVENUE                      ","            ",10469,1,0,1,2500,1944,1965,1,"A9","$ 602,460","2016-03-07",602460,1944,2500,0
"3790",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4492,32,NA,"A5","2558 TIEMANN AVENUE                      ","            ",10469,1,0,1,2600,1890,1950,1,"A5","$ 437,500","2015-10-23",437500,1890,2600,0
"3791",2,"PELHAM GARDENS           ","01  ONE FAMILY DWELLINGS                    ","1",4495,24,NA,"A5","2464 WICKHAM AVENUE                      ","            ",10469,1,0,1,3308,1900,1987,1,"A5","$ 500,000","2016-01-11",5e+05,1900,3308,0
"3792",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4390,17,NA,"B9","2226 EASTCHESTER ROAD                    ","            ",10469,2,0,2,3567,2736,1955,1,"B9","$ 595,000","2016-01-15",595000,2736,3567,0
"3799",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4479,20,NA,"B3","2430 WOODHULL AVENUE                     ","            ",10469,2,0,2,2500,1617,1955,1,"B3","$ 415,000","2015-12-04",415000,1617,2500,0
"3801",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4481,5,NA,"B2","1525 MACE AVENUE                         ","            ",10469,2,0,2,3125,2344,1920,1,"B2","$ 601,800","2016-01-19",601800,2344,3125,0
"3802",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4481,20,NA,"B2","2518 EASTCHESTER ROAD                    ","            ",10469,2,0,2,2500,2040,1950,1,"B2","$ 450,000","2015-07-31",450000,2040,2500,0
"3803",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4481,42,NA,"B3","1525 FIELDING STREET                     ","            ",10469,2,0,2,2248,2149,1940,1,"B3","$ 470,000","2015-06-08",470000,2149,2248,0
"3806",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4483,47,NA,"B9","2427 WESTERVELT AVENUE                   ","            ",10469,2,0,2,3500,1764,1950,1,"B9","$ 430,000","2015-07-17",430000,1764,3500,0
"3808",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4487,16,NA,"B3","2534 WESTERVELT AVENUE                   ","            ",10469,2,0,2,3942,1852,1940,1,"B3","$ 440,000","2015-09-02",440000,1852,3942,0
"3809",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4487,66,NA,"B9","2569 KINGSLAND AVENUE                    ","            ",10469,2,0,2,2825,1752,1945,1,"B9","$ 480,000","2016-01-06",480000,1752,2825,0
"3810",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4489,159,NA,"B1","2423 LODOVICK AVENUE                     ","            ",10469,2,0,2,2500,3084,2010,1,"B1","$ 125,000","2015-07-27",125000,3084,2500,0
"3811",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4489,160,NA,"B1","2421 LODOVICK AVENUE                     ","            ",10469,2,0,2,2500,3084,2010,1,"B1","$ 125,000","2015-07-27",125000,3084,2500,0
"3814",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4492,51,NA,"B2","2535 LODOVICK AVENUE                     ","            ",10469,2,0,2,4000,2300,1998,1,"B2","$ 520,000","2015-07-02",520000,2300,4000,0
"3815",2,"PELHAM GARDENS           ","02  TWO FAMILY DWELLINGS                    ","1",4496,54,NA,"B2","2444 DELANOY                             ","            ",10469,2,0,2,4283,2440,1987,1,"B2","$ 700,000","2015-12-11",7e+05,2440,4283,0
"3818",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4364,45,NA,"A1","2327 LACONIA AVENUE                      ","            ",10469,1,0,1,3700,1628,1935,1,"A1","$ 547,500","2015-07-27",547500,1628,3700,0
"3821",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4382,23,NA,"A1","1340 WARING AVENUE                       ","            ",10469,1,0,1,2391,1280,1950,1,"A1","$ 472,500","2015-07-17",472500,1280,2391,0
"3823",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4384,13,NA,"A1","2218 SEYMOUR AVENUE                      ","            ",10469,1,0,1,2650,1980,1930,1,"A1","$ 532,000","2015-08-06",532000,1980,2650,0
"3824",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4385,35,NA,"A1","2219 FENTON AVENUE                       ","            ",10469,1,0,1,2500,1360,1940,1,"A1","$ 405,000","2015-05-22",405000,1360,2500,0
"3825",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4385,37,NA,"A2","2215 FENTON AVENUE                       ","            ",10469,1,0,1,5021,1313,1940,1,"A2","$ 540,000","2016-03-11",540000,1313,5021,0
"3827",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4388,32,NA,"A2","1438 WARING AVENUE                       ","            ",10469,1,0,1,2429,912,1925,1,"A2","$ 330,000","2016-03-23",330000,912,2429,0
"3828",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4392,22,NA,"A1","2316 FENTON AVE                          ","            ",10469,1,0,1,9806,1476,1920,1,"A1","$ 775,000","2015-11-24",775000,1476,9806,0
"3830",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4449,38,NA,"A1","2435 LACONIA AVENUE                      ","            ",10469,1,0,1,6242,1676,1920,1,"A1","$ 595,000","2015-12-21",595000,1676,6242,0
"3831",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4452,29,NA,"A2","2558 LURTING AVENUE                      ","            ",10469,1,0,1,5000,1944,1935,1,"A2","$ 455,000","2015-07-24",455000,1944,5000,0
"3832",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4452,68,NA,"A5","2543 LACONIA AVENUE                      ","            ",10469,1,0,1,3203,2232,2006,1,"A5","$ 590,000","2015-06-03",590000,2232,3203,0
"3833",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4453,46,NA,"A1","2437 YATES AVE                           ","            ",10469,1,0,1,3742,1984,1930,1,"A1","$ 540,000","2015-11-25",540000,1984,3742,0
"3834",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4455,46,NA,"A1","2439 ESPLANADE                           ","            ",10469,1,0,1,5157,2281,1955,1,"A1","$ 632,000","2015-06-10",632000,2281,5157,0
"3835",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4455,67,NA,"A2","2410 ESPLANADE AVENUE                    ","            ",10469,1,0,1,4275,2520,1970,1,"A2","$ 460,000","2016-03-31",460000,2520,4275,0
"3837",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4456,11,NA,"A5","2512 LACONIA AVENUE                      ","            ",10469,1,0,1,2500,2070,1950,1,"A5","$ 405,000","2015-08-06",405000,2070,2500,0
"3838",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4457,1,NA,"A1","2501 HERING AVE                          ","            ",10469,1,0,1,2502,1672,1940,1,"A1","$ 469,000","2015-05-04",469000,1672,2502,0
"3839",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4457,72,NA,"A1","2527 HERING AVENUE                       ","            ",10469,1,0,1,6242,1520,1901,1,"A1","$ 450,000","2015-07-16",450000,1520,6242,0
"3840",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4462,17,NA,"A1","2532 TENBROECK AVENUE                    ","            ",10469,1,0,1,3117,1176,1940,1,"A1","$ 475,000","2015-07-07",475000,1176,3117,0
"3841",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4462,19,NA,"A1","2538 TENBROECK AVENUE                    ","            ",10469,1,0,1,3117,1386,1940,1,"A1","$ 435,000","2015-06-04",435000,1386,3117,0
"3842",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4462,61,NA,"A2","2557 PEARSALL AVENUE                     ","            ",10469,1,0,1,2500,1478,1920,1,"A2","$ 165,000","2015-07-28",165000,1478,2500,0
"3843",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4467,31,NA,"A1","2452 YOUNG AVENUE                        ","            ",10469,1,0,1,3500,1920,1940,1,"A1","$ 590,000","2015-06-22",590000,1920,3500,0
"3844",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4467,32,NA,"A1","2454 YOUNG AVENUE                        ","            ",10469,1,0,1,3500,1920,1940,1,"A1","$ 605,000","2015-08-14",605000,1920,3500,0
"3845",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4468,34,NA,"A2","2564 BOUCK                               ","            ",10469,1,0,1,2500,480,1915,1,"A2","$ 133,000","2015-09-11",133000,480,2500,0
"3846",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4469,64,NA,"A2","2565 YOUNG AVENUE                        ","            ",10469,1,0,1,3100,1890,1955,1,"A2","$ 430,000","2015-09-08",430000,1890,3100,0
"3847",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4470,66,NA,"A5","2551 FISH                                ","            ",10469,1,0,1,2500,1860,1960,1,"A5","$ 390,000","2015-06-17",390000,1860,2500,0
"3849",2,"PELHAM PARKWAY NORTH     ","01  ONE FAMILY DWELLINGS                    ","1",4475,71,NA,"A5","2533 MORGAN AVENUE                       ","            ",10469,1,0,1,2300,1224,1940,1,"A5","$ 315,000","2015-12-22",315000,1224,2300,0
"3852",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4345,33,NA,"B9","766 ASTOR AVE                            ","            ",10467,2,0,2,2500,2175,1960,1,"B9","$ 440,000","2016-03-22",440000,2175,2500,0
"3853",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4348,48,NA,"B3","2321 WALLACE AVENUE                      ","            ",10467,2,0,2,1950,2023,1960,1,"B3","$ 300,000","2015-11-11",3e+05,2023,1950,0
"3855",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4353,41,NA,"B9","2321 MATTHEWS AVENUE                     ","            ",10467,2,0,2,2500,1833,1955,1,"B9","$ 366,054","2015-12-31",366054,1833,2500,0
"3856",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4354,16,NA,"B1","2322 MATTHEWS AVENUE                     ","            ",10467,2,0,2,2500,2425,1950,1,"B1","$ 540,800","2016-03-23",540800,2425,2500,0
"3859",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4364,38,NA,"B1","1070 WARING AVENUE                       ","            ",10469,2,0,2,2500,2000,1925,1,"B1","$ 475,000","2015-12-22",475000,2000,2500,0
"3860",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4364,49,NA,"B1","1065 STELL PLACE                         ","            ",10469,2,0,2,3000,2668,1920,1,"B1","$ 645,000","2016-02-10",645000,2668,3000,0
"3861",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4367,16,NA,"B9","2234 HERING AVE                          ","            ",10469,2,0,2,3767,2856,1940,1,"B9","$ 650,000","2015-10-09",650000,2856,3767,0
"3863",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4374,3,NA,"B3","2309 PEARSALL AVENUE                     ","            ",10469,2,0,2,2500,2125,1955,1,"B3","$ 525,000","2015-10-26",525000,2125,2500,0
"3865",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4379,8,NA,"B3","1325 PELHAM PARKWAY N                    ","            ",10469,2,0,2,3500,1856,1950,1,"B3","$ 413,000","2015-07-15",413000,1856,3500,0
"3866",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4382,3,NA,"B1","1339 ASTOR AVENUE                        ","            ",10469,2,0,2,3200,2201,1955,1,"B1","$ 490,000","2016-03-03",490000,2201,3200,0
"3867",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4385,8,NA,"B3","1425 PELHAM PARKWAY NORTH                ","            ",10469,2,0,2,2482,2258,1960,1,"B3","$ 565,000","2015-08-24",565000,2258,2482,0
"3868",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4386,15,NA,"B2","2322 FISH AVENUE                         ","            ",10469,2,0,2,2500,1158,1930,1,"B2","$ 410,000","2015-07-16",410000,1158,2500,0
"3869",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4389,131,NA,"B1","1482 ASTOR AVENUE                        ","            ",10469,2,0,2,2660,1769,1950,1,"B1","$ 410,000","2015-09-14",410000,1769,2660,0
"3870",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4436,42,NA,"B3","2439 BARNES AVENUE                       ","            ",10467,2,0,2,3100,2580,1915,1,"B3","$ 605,000","2015-07-24",605000,2580,3100,0
"3871",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4436,43,NA,"B1","2437 BARNES AVENUE                       ","            ",10467,2,0,2,3150,3940,2014,1,"B1","$ 661,862","2015-07-20",661862,3940,3150,0
"3874",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4437,33,NA,"B1","816 MACE AVENUE                          ","            ",10467,2,0,2,2792,1908,1955,1,"B1","$ 455,000","2016-02-23",455000,1908,2792,0
"3876",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4445,68,NA,"B1","2513 RADCLIFF AVENUE                     ","            ",10469,2,0,2,3000,2700,2004,1,"B1","$ 465,000","2015-08-14",465000,2700,3000,0
"3877",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4446,23,NA,"B1","2536 RADCLIFF AVENUE                     ","            ",10469,2,0,2,2500,3536,2004,1,"B1","$ 530,000","2015-08-20",530000,3536,2500,0
"3879",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4447,2,NA,"B3","987 MACE AVENUE                          ","            ",10469,2,0,2,2500,988,1935,1,"B3","$ 290,500","2015-11-23",290500,988,2500,0
"3881",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4449,44,NA,"B2","2423 LACONIA AVENUE                      ","            ",10469,2,0,2,5000,1960,1925,1,"B2","$ 650,000","2016-01-12",650000,1960,5000,0
"3882",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4449,120,NA,"B1","2440 LURTING AVE                         ","            ",10469,2,0,2,2467,2220,1940,1,"B1","$ 455,000","2015-09-01",455000,2220,2467,0
"3883",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4450,61,NA,"B9","2531 HONE AVENUE                         ","            ",10469,2,0,2,1458,1876,1960,1,"B9","$ 335,000","2015-12-17",335000,1876,1458,0
"3885",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4452,11,NA,"B3","2514 LURTING AVENUE                      ","            ",10469,2,0,2,2500,1672,1935,1,"B3","$ 270,000","2016-01-05",270000,1672,2500,0
"3886",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4452,71,NA,"B3","2529 LACONIA AVE                         ","            ",10469,2,0,2,2500,3276,1935,1,"B3","$ 560,000","2015-09-17",560000,3276,2500,0
"3887",2,"PELHAM PARKWAY NORTH     ","02  TWO FAMILY DWELLINGS                    ","1",4455,8,NA,"B1","2406 ESPLANADE AVENUE                    ","            ",10469,2,0,2,3420,3031,1970,1,"B1","$ 650,000","2016-01-27",650000,3031,3420,0
